"user_id","original_timestamp"
"87e890605066b791a5605c9a8d1637a3","2016-03-04 01:10:08"
"61f993051a1883290a720e8d327f2638","2016-03-04 01:10:28"
"acd4a3a978da933d685cf7264e77570b","2016-03-04 01:11:01"
"36a91e55acaa51a43eba41a7d8095c30","2016-03-04 01:19:33"
"862f0560ad1611ae83441b96d96d368a","2016-03-04 01:21:41"
"f19a74425e0e25c668206d56bce1496a","2016-03-04 01:22:03"
"67c7cc15d9dda4317eca8012d77cd016","2016-03-04 01:22:25"
"180212275dd9085c2c6decabe8dffc73","2016-03-04 01:23:36"
"ea2507b9468b8923d13491f0a59a2f2b","2016-03-04 01:26:37"
"c0ceb622691e37f2feecd51c0cc44baa","2016-03-04 01:26:59"
"73e3c53dcb4bde9e85f93a09e3c2aa61","2016-03-04 01:27:02"
"43e1c38a2f267e13e7847672b15f4b2e","2016-03-04 01:28:17"
"e8d357bc4a535f0b03694f8d3ceab7bf","2016-03-04 01:29:14"
"7e023eb188f9995aba3c6f72883f3a79","2016-03-04 01:29:53"
"4a780792d8a48689770b9ecac35ef827","2016-03-04 01:33:39"
"ef6bc645f889fd2ff6dff91d446878f7","2016-03-04 01:35:05"
"cd1b57c45d219a8f88c58c4d630bb317","2016-03-04 01:35:28"
"b7f0c760351306dd94bb0b6c93cb5a66","2016-03-04 01:39:20"
"635ddb621d66114ea0081d3b31d102aa","2016-03-04 01:39:33"
"5f92d4eedfaac205974118fc3aa74fab","2016-03-04 01:43:23"
"271b0a459c975d403656e0fd53336e03","2016-03-04 01:43:50"
"ad232b786c873296191c1c4d8819732e","2016-03-04 01:44:50"
"bceb5bbc56c18b8140eeb90e3c174f37","2016-03-04 01:45:06"
"13ea8658ce2aa8e15e731d83ce6c4b4c","2016-03-04 01:47:16"
"14b2e858cdc70e3d8e92bc3661077a2c","2016-03-04 01:53:37"
"e96a2112785e3a0c4f27b8d5622fbc16","2016-03-04 01:54:02"
"7285250c06809487cc91539b74a7712c","2016-03-04 01:54:31"
"61e4048779c0ad0b9eaf1b90484dd3d6","2016-03-04 01:55:12"
"26952230c031268d7d0e0d0bcc402c09","2016-03-04 01:55:35"
"fa466b061a68adce7ace247f4501f457","2016-03-04 01:57:01"
"2a683b8e0c19c3898cb6945824b85085","2016-03-04 01:59:35"
"6c02a7adfcd1fdd764cab844da47010d","2016-03-04 01:59:36"
"6ccd05a976649694139f7d4c5d08103c","2016-03-04 02:00:19"
"3f79334ddf6f505b7c73ba14bf5c9210","2016-03-04 02:00:28"
"34a59bdbf2012d93359ac39a9ff15094","2016-03-04 02:00:39"
"6c8ba5f7e5a0ab39519fe71d52bb4116","2016-03-04 02:01:25"
"fa60f2bd950af42aec77eafb28d77a02","2016-03-04 02:02:25"
"2c5dc59db1761e4cc7241bfdb2286109","2016-03-04 02:02:29"
"8ae798945348d133e29ca3dc69eb002a","2016-03-04 02:02:37"
"6bd6ffb4b305bbc01019eed0a92dcbdd","2016-03-04 02:05:55"
"55a86a7769db72faa3ef18890b48b26b","2016-03-04 02:07:09"
"a9c19826879d1bfc95015df9c315cfb9","2016-03-04 02:07:56"
"6b100b7fbad2e7d6a41d3fc2f43f5b82","2016-03-04 02:09:17"
"2d2ed9891dcf9d8c9cfe60ce66213f97","2016-03-04 02:12:18"
"4193ab340879097bb4d367ac53610322","2016-03-04 02:13:02"
"8e2428641b37c4c685f8918e1f7c0e18","2016-03-04 02:13:08"
"fc981513cec85c5ae943041ec04159d7","2016-03-04 02:13:13"
"8d9616d6fa241971dd98d83e61772703","2016-03-04 02:13:42"
"b97e5e0d37de33e8d5e540d7ce78de13","2016-03-04 02:14:59"
"005860e54a464527e11b28e6686cf034","2016-03-04 02:15:03"
"e93ffba7b257958aa6a52d37725a36cd","2016-03-04 02:15:35"
"893af2278f8658cafd720c0fc777f83c","2016-03-04 02:15:53"
"d8745c68401ec013feb4cd405d544a37","2016-03-04 02:16:06"
"8586e390709cf21b4189f6ebbe6993c3","2016-03-04 02:18:38"
"ccb49695f135f5ac7d07aa322b397f61","2016-03-04 02:19:38"
"165072579be85734cc09ee55eecb7838","2016-03-04 02:20:35"
"c30f803fc73cc1a9a074263999cc55a7","2016-03-04 02:21:07"
"d271151b60dee21657585126b6b91ab4","2016-03-04 02:21:16"
"dda8a51be7822b037764dd2a3c2b4419","2016-03-04 02:23:34"
"34d16a5f3e72ab42b9bd9862f530ac4f","2016-03-04 02:23:56"
"ce1a354fc6bb02133b4ec00e1c6f2087","2016-03-04 02:23:59"
"1a98a22910a8c9de215df219b0c28897","2016-03-04 02:25:11"
"47a81a1cbce805a90edce603da6d008b","2016-03-04 02:25:13"
"15a35e2cbae3643782c3248f8be10a15","2016-03-04 02:25:19"
"fe2da6881867709cc9b7f9e42fb247b4","2016-03-04 02:27:05"
"cf683354ceb75f394dd1d911e35c2b5c","2016-03-04 02:27:53"
"882217ba44bc560414045d4de18f2dff","2016-03-04 02:30:02"
"c4cef4b03c1c3f35c778e6ecd0e0f915","2016-03-04 02:30:27"
"763b1be5914cf0ed81f90987757791e3","2016-03-04 02:31:21"
"bb9327705da8c8a3234084f9dbff8205","2016-03-04 02:31:35"
"64188ca4762050fa319329ff280e3ce4","2016-03-04 02:34:46"
"cb0da8a079c3bdc67c1aadbeff2b306e","2016-03-04 02:35:22"
"1f3f79259dc12c8519f7b5de7c73cef3","2016-03-04 02:36:09"
"2297812e9ec0089bc6f277bbad14eaa5","2016-03-04 02:37:25"
"edf6273622cb2b0118025815efeeb8e2","2016-03-04 02:37:50"
"328395af34310f66205e8f5601122098","2016-03-04 02:38:45"
"594ea03d0fad68bd3f1922a642307373","2016-03-04 02:39:34"
"781d1a679835cd411282b513c92869a6","2016-03-04 02:40:49"
"2b2e76c5b256b15be47d899dc610de70","2016-03-04 02:40:59"
"2796980dd05b9c74dce2636aa1fcc88f","2016-03-04 02:42:06"
"8195f4185223b2d8421671e63039981a","2016-03-04 02:44:07"
"1fc8af7945c2b779359777b92c5bb3bb","2016-03-04 02:46:35"
"9c5fc2c0c24f29d7d9a76005572c1618","2016-03-04 02:49:24"
"55f94cbac81162975b24a1aebe985b18","2016-03-04 02:49:29"
"748dbe6ec84bb27fe5fb3aa420d2a381","2016-03-04 02:49:31"
"c9fa9dee3400a7a72730fb48e6a5852d","2016-03-04 02:51:10"
"530c059c8b1b96804d46987303b2ced0","2016-03-04 02:53:43"
"f604476b227c02a6ad87e6bc66ede783","2016-03-04 02:54:25"
"08c6f8bce42946a3981c79eaf69a21af","2016-03-04 02:54:27"
"c3f29234fe07b162797f8ebdf505e25e","2016-03-04 02:57:52"
"70c23f92148081f022aef2c5f92692c0","2016-03-04 02:58:19"
"83f275f3a2c26c6b97509827093443af","2016-03-04 03:01:16"
"ab2d8390226632ac8352b6a492e0a906","2016-03-04 03:01:39"
"9a2a78c9256798e22925bcdd7d23660d","2016-03-04 03:02:02"
"bf000f55c97cfbfe09377265b7f731e6","2016-03-04 03:02:49"
"a98fef39542099647e495f20db9617e7","2016-03-04 03:03:00"
"ff9d40935e6ac4f841c57e96dbf1fa9b","2016-03-04 03:03:43"
"8aacf224921cf6062d90bd519fda2b71","2016-03-04 03:06:21"
"63cc963a69b94b9eb592d94052f24d65","2016-03-04 03:06:48"
"27f1d80d45c51d63403050b1344ebf84","2016-03-04 03:07:10"
"3ea0429b8f0e391ef4d4d759199dcffb","2016-03-04 03:08:16"
"cdaf75fb00f6b1b1632315427658732c","2016-03-04 03:08:23"
"c0e7c6869c013463890ff610e9635ed5","2016-03-04 03:09:13"
"8240bc0178a142d58fbd3bb108d07b1c","2016-03-04 03:10:15"
"262c1360fff68ec810cad0ffac310639","2016-03-04 03:10:43"
"88270291ec0dcde537704fc4e8e2afb6","2016-03-04 03:11:12"
"ac2a972b4a648d966d5944c48f88dd84","2016-03-04 03:12:59"
